name,duration,playcount,listeners,mbid,url,artist
Astronaut In The Ocean,0,466234,65895,,https://www.last.fm/music/Masked+Wolf/_/Astronaut+In+The+Ocean,Masked Wolf
tHIS iS mE TRyiNg,0,2921344,194152,,https://www.last.fm/music/Taylor+Swift/_/tHIS+iS+mE+TRyiNg,Taylor Swift
DNA.,0,4816380,458079,,https://www.last.fm/music/Kendrick+Lamar/_/DNA.,Kendrick Lamar
Angels Like You,0,1458389,141175,,https://www.last.fm/music/Miley+Cyrus/_/Angels+Like+You,Miley Cyrus
Godspeed,0,2731351,274512,,https://www.last.fm/music/Frank+Ocean/_/Godspeed,Frank Ocean
Gasoline (feat. Taylor Swift),0,295873,49870,,https://www.last.fm/music/HAIM/_/Gasoline+(feat.+Taylor+Swift),HAIM
God is a Woman,0,6729340,339116,,https://www.last.fm/music/Ariana+Grande/_/God+is+a+Woman,Ariana Grande
Baila Conmigo (with Rauw Alejandro),0,1297574,73901,,https://www.last.fm/music/Selena+Gomez/_/Baila+Conmigo+(with+Rauw+Alejandro),Selena Gomez
Misery Business,211,12053572,1160635,26bc1124-b228-401e-8f38-5cea1625d8c2,https://www.last.fm/music/Paramore/_/Misery+Business,Paramore
aFTeR hoURs,0,3429395,295993,,https://www.last.fm/music/The+Weeknd/_/aFTeR+hoURs,The Weeknd
‘tis the damn season,0,1920424,150275,,https://www.last.fm/music/Taylor+Swift/_/%E2%80%98tis+the+damn+season,Taylor Swift
Where Is My Mind? - Remastered,0,393073,106128,,https://www.last.fm/music/Pixies/_/Where+Is+My+Mind%3F+-+Remastered,Pixies
Karma Police,0,16138326,1776225,0790ba6c-e0b1-4891-b82f-b4db9a5a927f,https://www.last.fm/music/Radiohead/_/Karma+Police,Radiohead
invISIbLE stRING,0,2649989,190689,,https://www.last.fm/music/Taylor+Swift/_/invISIbLE+stRING,Taylor Swift
Drew Barrymore,0,2641552,234183,,https://www.last.fm/music/SZA/_/Drew+Barrymore,SZA
lovely (with Khalid),0,3854841,367229,,https://www.last.fm/music/Billie+Eilish/_/lovely+(with+Khalid),Billie Eilish
Wait a Minute!,0,2537454,252831,,https://www.last.fm/music/Willow/_/Wait+a+Minute%21,Willow
Call Out My Name,0,3295894,341992,,https://www.last.fm/music/The+Weeknd/_/Call+Out+My+Name,The Weeknd
Garden Song,0,1869106,188730,,https://www.last.fm/music/Phoebe+Bridgers/_/Garden+Song,Phoebe Bridgers
I THINK,0,3251698,288821,,"https://www.last.fm/music/Tyler,+the+Creator/_/I+THINK","Tyler, the Creator"
Devil In A New Dress,173,3123591,368290,3569411e-6393-4474-8ed7-c7f08dfec8a8,https://www.last.fm/music/Kanye+West/_/Devil+In+A+New+Dress,Kanye West
Kids,288,16685449,1754894,c741a7ef-dd33-4c79-a4d4-8745d9675620,https://www.last.fm/music/MGMT/_/Kids,MGMT
The Chain - 2004 Remaster,0,1950554,290904,,https://www.last.fm/music/Fleetwood+Mac/_/The+Chain+-+2004+Remaster,Fleetwood Mac
What You Know Bout Love,0,1426615,174236,,https://www.last.fm/music/Pop+Smoke/_/What+You+Know+Bout+Love,Pop Smoke
Maniac,0,2519194,219912,,https://www.last.fm/music/Conan+Gray/_/Maniac,Conan Gray
Lost,234,5232069,538412,fc739f6f-4e67-433c-a6c2-c97d6bef6034,https://www.last.fm/music/Frank+Ocean/_/Lost,Frank Ocean
HEARTBREAK ANNIVERSARY,0,651647,74480,,https://www.last.fm/music/Giveon/_/HEARTBREAK+ANNIVERSARY,Giveon
Someone You Loved,0,3932798,341030,,https://www.last.fm/music/Lewis+Capaldi/_/Someone+You+Loved,Lewis Capaldi
Heartless,209,7079820,1230566,a9c00a70-bbf1-4a19-be7e-bdb2d4daf456,https://www.last.fm/music/Kanye+West/_/Heartless,Kanye West
Ghost Town,0,3142090,231674,,https://www.last.fm/music/Kanye+West/_/Ghost+Town,Kanye West
Body,0,1173488,138381,,https://www.last.fm/music/Megan+Thee+Stallion/_/Body,Megan Thee Stallion
I Wanna Be Yours,184,5944386,575189,a1ff202f-f271-4646-9aac-ba7c98e3a50c,https://www.last.fm/music/Arctic+Monkeys/_/I+Wanna+Be+Yours,Arctic Monkeys
No Role Modelz,292,2929743,322925,f47d2a02-51cd-409c-9d57-759fc45000d1,https://www.last.fm/music/J.+Cole/_/No+Role+Modelz,J. Cole
Shake It Off,219,6782931,534033,95cac6d6-125d-42be-b735-17ae5db887df,https://www.last.fm/music/Taylor+Swift/_/Shake+It+Off,Taylor Swift
Pretty Savage,0,3203811,141872,,https://www.last.fm/music/BLACKPINK/_/Pretty+Savage,BLACKPINK
Whoopty,0,849079,118040,,https://www.last.fm/music/CJ/_/Whoopty,CJ
iLLIcIt afFAiRS,0,2784434,188627,,https://www.last.fm/music/Taylor+Swift/_/iLLIcIt+afFAiRS,Taylor Swift
Feels Like We Only Go Backwards,192,6681030,707107,74bbaf1e-220c-4329-b494-bcfd7da17ec0,https://www.last.fm/music/Tame+Impala/_/Feels+Like+We+Only+Go+Backwards,Tame Impala
Hold On,0,351935,49263,,https://www.last.fm/music/Justin+Bieber/_/Hold+On,Justin Bieber
Poker Face,239,15168623,1611925,c50edf48-ac2b-442f-b24f-d2acf775441c,https://www.last.fm/music/Lady+Gaga/_/Poker+Face,Lady Gaga
main thing,0,400172,47334,,https://www.last.fm/music/Ariana+Grande/_/main+thing,Ariana Grande
Xs,0,2660823,196361,,https://www.last.fm/music/Rina+Sawayama/_/Xs,Rina Sawayama
Let It Happen,0,5701904,517904,,https://www.last.fm/music/Tame+Impala/_/Let+It+Happen,Tame Impala
Alright,0,4000833,450152,,https://www.last.fm/music/Kendrick+Lamar/_/Alright,Kendrick Lamar
The Business,0,600444,104815,,https://www.last.fm/music/Ti%C3%ABsto/_/The+Business,Tiësto
All The Stars (with SZA),0,3389580,364795,,https://www.last.fm/music/Kendrick+Lamar/_/All+The+Stars+(with+SZA),Kendrick Lamar
Telepathy,0,9257384,97031,,https://www.last.fm/music/BTS/_/Telepathy,BTS
Billie Jean,293,8819546,1408401,f980fc14-e29b-481d-ad3a-5ed9b4ab6340,https://www.last.fm/music/Michael+Jackson/_/Billie+Jean,Michael Jackson
American Boy,242,2458043,423137,f5d15753-c0fd-4492-b2e2-d198ed4a0221,https://www.last.fm/music/Estelle/_/American+Boy,Estelle
"GONE, GONE / THANK YOU",0,2324706,242522,,"https://www.last.fm/music/Tyler,+the+Creator/_/GONE,+GONE+%2F+THANK+YOU","Tyler, the Creator"
DÁKITI,0,695577,95201,,https://www.last.fm/music/Bad+Bunny/_/D%C3%81KITI,Bad Bunny
Promiscuous,242,4107907,687545,18a6f622-fb42-42b4-82cc-3f8dd428547f,https://www.last.fm/music/Nelly+Furtado/_/Promiscuous,Nelly Furtado
Tongue Tied,218,4630424,619577,13518cc1-dd43-43bd-9fa8-f9091b99c211,https://www.last.fm/music/Grouplove/_/Tongue+Tied,Grouplove
Dis-ease,0,9048330,95110,,https://www.last.fm/music/BTS/_/Dis-ease,BTS
Flashing Lights,401,3455408,454809,345ebc54-2f7b-4566-8707-2ea928683753,https://www.last.fm/music/Kanye+West/_/Flashing+Lights,Kanye West
Cruel Summer,0,4183555,189105,,https://www.last.fm/music/Taylor+Swift/_/Cruel+Summer,Taylor Swift
The Box,0,3545412,323474,,https://www.last.fm/music/Roddy+Ricch/_/The+Box,Roddy Ricch
Pretty Please,0,2559088,212692,,https://www.last.fm/music/Dua+Lipa/_/Pretty+Please,Dua Lipa
No Tears Left To Cry,0,8395006,391593,,https://www.last.fm/music/Ariana+Grande/_/No+Tears+Left+To+Cry,Ariana Grande
Lights Up,0,5252688,298753,,https://www.last.fm/music/Harry+Styles/_/Lights+Up,Harry Styles
Rules,0,2260052,169184,,https://www.last.fm/music/Doja+Cat/_/Rules,Doja Cat
just like magic,0,1754349,132237,,https://www.last.fm/music/Ariana+Grande/_/just+like+magic,Ariana Grande
Numb,191,12759955,1428702,f3217a42-bb14-4191-8c2e-c5e5413467be,https://www.last.fm/music/Linkin+Park/_/Numb,Linkin Park
Good News,0,2614055,233102,,https://www.last.fm/music/Mac+Miller/_/Good+News,Mac Miller
Runaway,0,3828669,443047,,https://www.last.fm/music/Kanye+West/_/Runaway,Kanye West
ivy,0,1672112,136438,,https://www.last.fm/music/Taylor+Swift/_/ivy,Taylor Swift
Electric Love,219,2895427,381500,0ce012f1-56a5-406c-bdf4-4e0233d28374,https://www.last.fm/music/B%C3%98RNS/_/Electric+Love,BØRNS
Fever,0,1450132,117407,,https://www.last.fm/music/Dua+Lipa/_/Fever,Dua Lipa
King Kunta,0,4836777,511714,,https://www.last.fm/music/Kendrick+Lamar/_/King+Kunta,Kendrick Lamar
Riptide,0,7225384,763975,97c05d07-00d6-4d55-bbb8-b14321d2e4d4,https://www.last.fm/music/Vance+Joy/_/Riptide,Vance Joy
Future Nostalgia,0,3137218,239276,,https://www.last.fm/music/Dua+Lipa/_/Future+Nostalgia,Dua Lipa
Africa,236,8056365,1108078,d0b884c8-6100-4ca2-855f-5ef27d963807,https://www.last.fm/music/Toto/_/Africa,Toto
Can I Call You Tonight?,0,1843687,203957,,https://www.last.fm/music/Dayglow/_/Can+I+Call+You+Tonight%3F,Dayglow
Day 'n' Nite (Nightmare),221,1841565,236326,1db1708e-6713-4405-b220-c3c648746b4d,https://www.last.fm/music/Kid+Cudi/_/Day+%27n%27+Nite+(Nightmare),Kid Cudi
Blue & Grey,0,13240059,97562,,https://www.last.fm/music/BTS/_/Blue+&+Grey,BTS
On Melancholy Hill,227,7793556,874165,842fbdae-8839-46e6-8a02-7f500a2b6597,https://www.last.fm/music/Gorillaz/_/On+Melancholy+Hill,Gorillaz
yeah right,0,3966652,251546,,https://www.last.fm/music/Joji/_/yeah+right,Joji
Teenagers,162,7227781,898901,6977d68f-b00c-47e8-af4d-eae307c1f264,https://www.last.fm/music/My+Chemical+Romance/_/Teenagers,My Chemical Romance
There Is a Light That Never Goes Out - 2011 Remaster,0,1888189,245035,,https://www.last.fm/music/The+Smiths/_/There+Is+a+Light+That+Never+Goes+Out+-+2011+Remaster,The Smiths
Giorgio by Moroder,544,3089846,515814,cac27da9-20c5-4722-9a25-f2c26e2c04cf,https://www.last.fm/music/Daft+Punk/_/Giorgio+by+Moroder,Daft Punk
Still into You,216,4737462,454867,e05db1d3-52c4-4228-90b2-31b271933c29,https://www.last.fm/music/Paramore/_/Still+into+You,Paramore
Self Care,0,2645580,230696,,https://www.last.fm/music/Mac+Miller/_/Self+Care,Mac Miller
Black Swan,0,16103914,162810,,https://www.last.fm/music/BTS/_/Black+Swan,BTS
Give Life Back to Music,274,3760658,613198,0c871a4a-efdf-47f8-98c2-cc277f806d2f,https://www.last.fm/music/Daft+Punk/_/Give+Life+Back+to+Music,Daft Punk
you broke me first,0,1446574,168645,,https://www.last.fm/music/Tate+McRae/_/you+broke+me+first,Tate McRae
Do It,0,2460447,170660,,https://www.last.fm/music/Chloe+x+Halle/_/Do+It,Chloe x Halle
Sky,0,1001455,90108,,https://www.last.fm/music/Playboi+Carti/_/Sky,Playboi Carti
I Knew You Were Trouble.,220,3297070,339812,6c449b4b-4aa3-4a5f-b1e6-354d949d794a,https://www.last.fm/music/Taylor+Swift/_/I+Knew+You+Were+Trouble.,Taylor Swift
Reborn,0,3327010,259089,,https://www.last.fm/music/Kids+See+Ghosts/_/Reborn,Kids See Ghosts
ON,0,18912307,159773,,https://www.last.fm/music/BTS/_/ON,BTS
3005,235,2762864,336311,ee292c70-30b7-4093-b9b1-4cf19163fb3f,https://www.last.fm/music/Childish+Gambino/_/3005,Childish Gambino
you should see me in a crown,0,4021971,388850,,https://www.last.fm/music/Billie+Eilish/_/you+should+see+me+in+a+crown,Billie Eilish
SugarCrash!,0,565729,50565,,https://www.last.fm/music/ElyOtto/_/SugarCrash%21,ElyOtto
Veridis Quo,0,3327252,603627,2a220770-1150-4190-b0e0-57d89a0a7469,https://www.last.fm/music/Daft+Punk/_/Veridis+Quo,Daft Punk
long story short,0,1610244,131285,,https://www.last.fm/music/Taylor+Swift/_/long+story+short,Taylor Swift
Bohemian Rhapsody - Remastered 2011,0,2524871,440903,,https://www.last.fm/music/Queen/_/Bohemian+Rhapsody+-+Remastered+2011,Queen
Black Skinhead,188,5765294,608070,2e48f30b-7ad2-4fea-97f1-edef65565d7c,https://www.last.fm/music/Kanye+West/_/Black+Skinhead,Kanye West
Tequila Shots,0,1124425,140128,,https://www.last.fm/music/Kid+Cudi/_/Tequila+Shots,Kid Cudi
Stressed Out,0,6103084,588835,,https://www.last.fm/music/Twenty+One+Pilots/_/Stressed+Out,Twenty One Pilots
20 Min,0,2250534,160612,,https://www.last.fm/music/LIL+UZI+VERT/_/20+Min,LIL UZI VERT
Umbrella,275,6158043,1071466,0b4b1b0c-e057-4d8d-9a47-12a97ff6fb3d,https://www.last.fm/music/Rihanna/_/Umbrella,Rihanna
Gone,0,813878,46345,,https://www.last.fm/music/Ros%C3%A9/_/Gone,Rosé
bury a friend,0,4650117,416094,,https://www.last.fm/music/Billie+Eilish/_/bury+a+friend,Billie Eilish
911,0,4070652,180813,,https://www.last.fm/music/Lady+Gaga/_/911,Lady Gaga
Dancing Queen,352,5326063,939118,a502f559-f70c-4e0d-a5e5-e0cc319d0bd7,https://www.last.fm/music/ABBA/_/Dancing+Queen,ABBA
i love you,0,2957854,302163,,https://www.last.fm/music/Billie+Eilish/_/i+love+you,Billie Eilish
No Surprises,0,12379678,1435366,980a426e-623e-4ea5-98c7-008d037a0508,https://www.last.fm/music/Radiohead/_/No+Surprises,Radiohead
happiness,0,1585260,145088,,https://www.last.fm/music/Taylor+Swift/_/happiness,Taylor Swift
Fly To My Room,0,9627858,97981,,https://www.last.fm/music/BTS/_/Fly+To+My+Room,BTS
Doin' Time,0,4092313,317111,,https://www.last.fm/music/Lana+Del+Rey/_/Doin%27+Time,Lana Del Rey
"Break Up with Your Girlfriend, I'm Bored",0,5041496,318207,,"https://www.last.fm/music/Ariana+Grande/_/Break+Up+with+Your+Girlfriend,+I%27m+Bored",Ariana Grande
Life is Good (feat. Drake),0,2279405,237006,,https://www.last.fm/music/Future/_/Life+is+Good+(feat.+Drake),Future
Take Me Out,256,13443757,1804447,11b7c3d2-8a49-4812-95dc-aef93c4cec37,https://www.last.fm/music/Franz+Ferdinand/_/Take+Me+Out,Franz Ferdinand
Aerodynamic,226,5632312,890141,7c0e11a3-1c7a-4e6d-a14d-6e86d86dbaad,https://www.last.fm/music/Daft+Punk/_/Aerodynamic,Daft Punk
I Write Sins Not Tragedies,186,8856552,1089950,10175a71-2e47-4786-a60e-53dd1eb31821,https://www.last.fm/music/Panic%21+at+the+Disco/_/I+Write+Sins+Not+Tragedies,Panic! at the Disco
Ocean Eyes,0,3620805,353841,,https://www.last.fm/music/Billie+Eilish/_/Ocean+Eyes,Billie Eilish
psychO,0,4403877,157152,,https://www.last.fm/music/Red+Velvet/_/psychO,Red Velvet
For The Night (feat. Lil Baby & DaBaby),0,1808249,193198,,https://www.last.fm/music/Pop+Smoke/_/For+The+Night+(feat.+Lil+Baby+&+DaBaby),Pop Smoke
Sign Of The Times,0,4201663,371213,,https://www.last.fm/music/Harry+Styles/_/Sign+Of+The+Times,Harry Styles
Hey Ya!,233,4632783,1004340,2d753fb3-70c9-4499-beac-285c47fb5a1e,https://www.last.fm/music/OutKast/_/Hey+Ya%21,OutKast
Every Breath You Take,253,6591304,1132178,4bd93e75-bc94-46b8-854f-8c7cea071823,https://www.last.fm/music/The+Police/_/Every+Breath+You+Take,The Police
Midnight City,244,12255652,1127928,e83bc6ba-eff9-412c-8c11-5153672f25e7,https://www.last.fm/music/M83/_/Midnight+City,M83
Team,192,7811560,748868,9e0ced3f-b8eb-43be-93a3-d21fb6acf086,https://www.last.fm/music/Lorde/_/Team,Lorde
September,0,5420315,854169,,"https://www.last.fm/music/Earth,+Wind+&+Fire/_/September","Earth, Wind & Fire"
Voyager,227,3451925,611303,e1fe1d12-dac2-4325-ae1b-25e0ef06b998,https://www.last.fm/music/Daft+Punk/_/Voyager,Daft Punk
evermore (feat. Bon Iver),0,1467566,134368,,https://www.last.fm/music/Taylor+Swift/_/evermore+(feat.+Bon+Iver),Taylor Swift
All of the Lights,299,7160771,873419,a4c4457b-577e-4fac-b820-713bb91dbb6c,https://www.last.fm/music/Kanye+West/_/All+of+the+Lights,Kanye West
The Scientist,309,15856411,1758895,13f5488d-8e41-42d8-9fe9-a5295f1a9a3d,https://www.last.fm/music/Coldplay/_/The+Scientist,Coldplay
lOVe AgaIN,0,2389534,199622,,https://www.last.fm/music/Dua+Lipa/_/lOVe+AgaIN,Dua Lipa
This Charming Man - 2011 Remaster,0,1773507,228043,,https://www.last.fm/music/The+Smiths/_/This+Charming+Man+-+2011+Remaster,The Smiths
dorothea,0,1540905,140533,,https://www.last.fm/music/Taylor+Swift/_/dorothea,Taylor Swift
Praise The Lord (Da Shine) (feat. Skepta),0,2200870,217450,,https://www.last.fm/music/A$AP+Rocky/_/Praise+The+Lord+(Da+Shine)+(feat.+Skepta),A$AP Rocky
Daisy,0,1547047,156445,,https://www.last.fm/music/Ashnikko/_/Daisy,Ashnikko
Don't Stop Me Now - Remastered 2011,0,1002309,262851,,https://www.last.fm/music/Queen/_/Don%27t+Stop+Me+Now+-+Remastered+2011,Queen
Shoota (feat. Lil Uzi Vert),0,2810496,190259,,https://www.last.fm/music/Playboi+Carti/_/Shoota+(feat.+Lil+Uzi+Vert),Playboi Carti
Selfish Love (with Selena Gomez),0,535865,43546,,https://www.last.fm/music/DJ+Snake/_/Selfish+Love+(with+Selena+Gomez),DJ Snake
Like That (feat. Gucci Mane),0,2170892,190057,,https://www.last.fm/music/Doja+Cat/_/Like+That+(feat.+Gucci+Mane),Doja Cat
Sundress,0,2311253,208074,,https://www.last.fm/music/A$AP+Rocky/_/Sundress,A$AP Rocky
90210 (feat. Kacy Hill),0,1081289,113267,,https://www.last.fm/music/Travis+Scott/_/90210+(feat.+Kacy+Hill),Travis Scott
Jocelyn Flores,0,3779006,309004,,https://www.last.fm/music/xxxtentacion/_/Jocelyn+Flores,xxxtentacion
Chop Suey!,208,14446786,1640361,d758947d-d667-430b-900d-2abb110f63aa,https://www.last.fm/music/System+of+a+Down/_/Chop+Suey%21,System of a Down
Into You,0,6123652,398590,,https://www.last.fm/music/Ariana+Grande/_/Into+You,Ariana Grande
Plastic Hearts,0,1305599,129704,,https://www.last.fm/music/Miley+Cyrus/_/Plastic+Hearts,Miley Cyrus
coney island (feat. The National),0,1537028,139168,,https://www.last.fm/music/Taylor+Swift/_/coney+island+(feat.+The+National),Taylor Swift
SUGAR,0,3417795,258286,,https://www.last.fm/music/BROCKHAMPTON/_/SUGAR,BROCKHAMPTON
Famous,0,3597676,368582,,https://www.last.fm/music/Kanye+West/_/Famous,Kanye West
Californication,322,13741234,1758773,084a24a9-b289-4584-9fb5-1ca0f7500eb3,https://www.last.fm/music/Red+Hot+Chili+Peppers/_/Californication,Red Hot Chili Peppers
Bubblegum Bitch,0,1181696,149392,,https://www.last.fm/music/Marina/_/Bubblegum+Bitch,Marina
cowboy like me,0,1564274,130499,,https://www.last.fm/music/Taylor+Swift/_/cowboy+like+me,Taylor Swift
LOVE. FEAT. ZACARI.,0,3043961,338236,,https://www.last.fm/music/Kendrick+Lamar/_/LOVE.+FEAT.+ZACARI.,Kendrick Lamar
Passionfruit,0,3749703,350058,,https://www.last.fm/music/Drake/_/Passionfruit,Drake
Mr. Blue Sky,306,4949239,799640,f77225d7-7c0d-4b59-91b8-9bbf89f621e4,https://www.last.fm/music/Electric+Light+Orchestra/_/Mr.+Blue+Sky,Electric Light Orchestra
Lover,0,4409207,245727,,https://www.last.fm/music/Taylor+Swift/_/Lover,Taylor Swift
Locked Out of Heaven,235,5827228,728067,9dbd4c26-c4ad-4abe-ba3e-88bfe6750518,https://www.last.fm/music/Bruno+Mars/_/Locked+Out+of+Heaven,Bruno Mars
Viva la Vida,241,17022729,1796847,6cbbb97d-2180-4ba9-97a8-6158b6332bb4,https://www.last.fm/music/Coldplay/_/Viva+la+Vida,Coldplay
Breezeblocks,227,9452431,806925,f040f140-3177-4426-9f7a-8407900bfef3,https://www.last.fm/music/alt-J/_/Breezeblocks,alt-J
Heart-Shaped Box,0,9348866,1288511,7cee7c85-7ac9-4a9d-b7de-01dabe99a07a,https://www.last.fm/music/Nirvana/_/Heart-Shaped+Box,Nirvana
Perfect Places,0,3978592,301776,,https://www.last.fm/music/Lorde/_/Perfect+Places,Lorde
Stay,0,9650662,92030,,https://www.last.fm/music/BTS/_/Stay,BTS
What You Know,197,10195994,1018922,cadde50b-8c42-4a16-af00-185fcc3827f4,https://www.last.fm/music/Two+Door+Cinema+Club/_/What+You+Know,Two Door Cinema Club
I Know the End,0,1432615,137683,,https://www.last.fm/music/Phoebe+Bridgers/_/I+Know+the+End,Phoebe Bridgers
Look What You Made Me Do,0,6130631,334607,,https://www.last.fm/music/Taylor+Swift/_/Look+What+You+Made+Me+Do,Taylor Swift
The Adults Are Talking,0,1557709,176770,,https://www.last.fm/music/The+Strokes/_/The+Adults+Are+Talking,The Strokes
Losing My Religion,301,9745548,1334373,04233db6-f991-4fb2-bef9-813f95a0bf30,https://www.last.fm/music/R.E.M./_/Losing+My+Religion,R.E.M.
Reptilia,214,10803654,1347721,8eea2d35-8fe5-4142-864d-119914cfb628,https://www.last.fm/music/The+Strokes/_/Reptilia,The Strokes
You Belong with Me,231,5881876,650241,fffea9e9-43bb-4bff-907d-8ff75a54c399,https://www.last.fm/music/Taylor+Swift/_/You+Belong+with+Me,Taylor Swift
Somebody Else,0,3590220,330296,,https://www.last.fm/music/The+1975/_/Somebody+Else,The 1975
Bags,0,2377480,216549,,https://www.last.fm/music/Clairo/_/Bags,Clairo
Can You Feel My Heart,227,4054695,302563,863dd3b3-c525-427c-a0fb-faa75b1dde37,https://www.last.fm/music/Bring+Me+the+Horizon/_/Can+You+Feel+My+Heart,Bring Me the Horizon
rockstar (feat. 21 Savage),0,3039346,330610,,https://www.last.fm/music/Post+Malone/_/rockstar+(feat.+21+Savage),Post Malone
Friday I'm in Love,214,8941014,1195676,8d9104c6-7d8e-460b-8c3d-2d797f79953d,https://www.last.fm/music/The+Cure/_/Friday+I%27m+in+Love,The Cure
The Night We Met,0,3324720,340010,,https://www.last.fm/music/Lord+Huron/_/The+Night+We+Met,Lord Huron
ROCKSTAR (feat. Roddy Ricch),0,2237159,251174,,https://www.last.fm/music/DaBaby/_/ROCKSTAR+(feat.+Roddy+Ricch),DaBaby
American Idiot,272,8012019,1142668,ce5f1c77-9ebe-4af6-8290-feaa06dfd269,https://www.last.fm/music/Green+Day/_/American+Idiot,Green Day
Delicate,0,4491732,260075,,https://www.last.fm/music/Taylor+Swift/_/Delicate,Taylor Swift
Ultralight Beam,0,3112081,323446,,https://www.last.fm/music/Kanye+West/_/Ultralight+Beam,Kanye West
Just Dance,277,9802370,1184494,0810268f-2e52-4f89-86be-42762ea3f6d4,https://www.last.fm/music/Lady+Gaga/_/Just+Dance,Lady Gaga
Ice Cream (with Selena Gomez),0,5153047,195988,,https://www.last.fm/music/BLACKPINK/_/Ice+Cream+(with+Selena+Gomez),BLACKPINK
Here Comes The Sun - Remastered 2009,0,2154885,381360,,https://www.last.fm/music/The+Beatles/_/Here+Comes+The+Sun+-+Remastered+2009,The Beatles
Gimme Love,0,2277737,200258,,https://www.last.fm/music/Joji/_/Gimme+Love,Joji
Cool,0,2320180,210395,,https://www.last.fm/music/Dua+Lipa/_/Cool,Dua Lipa
Welcome to the Black Parade,276,8462991,1004522,f31631cb-1bcc-452c-9838-1814a0251844,https://www.last.fm/music/My+Chemical+Romance/_/Welcome+to+the+Black+Parade,My Chemical Romance
We Are Never Ever Getting Back Together,191,5921855,565995,44b6ea5d-33dc-4374-bc4a-bb3309db2e5a,https://www.last.fm/music/Taylor+Swift/_/We+Are+Never+Ever+Getting+Back+Together,Taylor Swift
Fix You,294,14150189,1625079,3af0af54-9c93-4578-9128-d04054286ba3,https://www.last.fm/music/Coldplay/_/Fix+You,Coldplay
FANCY,0,4078229,155315,,https://www.last.fm/music/TWICE/_/FANCY,TWICE
Last Nite,0,8431882,1134382,4ce968a0-4e52-40e3-9f77-1b726200a3c0,https://www.last.fm/music/The+Strokes/_/Last+Nite,The Strokes
Star Shopping,0,2781081,153916,,https://www.last.fm/music/LIL+PEEP/_/Star+Shopping,LIL PEEP
